roaster_name,title,price,weight_label,weight_grams,price_per_oz,origin_country,origin_region,producer_or_farm,variety,process,elevation,tasting_notes,watchlist_match,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,product_url
Onyx Coffee Lab,Guatemala Finca Cuxinales Anaerobic,15.00,4oz,142,2.99,Guatemala,Antigua,Finca Cuxinales,,Anaerobic Natural,,"ripe pineapple, blackberries",,,,,,https://onyxcoffeelab.com/products/guatemala-finca-cuxinales-anaerobic
Onyx Coffee Lab,Colombia La Riviera Nitro Watermelon,11.00,2oz,85,3.67,Colombia,,"Julio Madrid, La Riviera",Caturra,Nitro anaerobic fermentation with fruit inoculates,,"watermelon candy, subtle florals, red fruits",,,,,,https://onyxcoffeelab.com/products/colombia-julio-madrid-nitro-watermelon-25
Onyx Coffee Lab,Sebastian Ramirez White Honey Gesha,13.00,2oz,85,4.34,,Quindio,"Sebastian Ramirez, El Placer",Geisha,White Honey,,"floral, jasmine, pineapple, herbal sweetness, honey",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://onyxcoffeelab.com/products/sebastian-ramirez-white-honey-gesha
Onyx Coffee Lab,Panama Elida Estate Vuelta Gesha,65.00,4oz,142,12.98,Panama,Vuelta,Elida Estate,Geisha,,over 1900 meters above sea level,,,,,,,https://onyxcoffeelab.com/products/panama-elida-estate-vuelta-gesha
Onyx Coffee Lab,Decaf Colombia Jhoan Vergara Pink Bourbon,9.00,2oz,85,3.00,Colombia,Huila,Jhoan Vergara,Pink Bourbon,Swiss-Water,,"grapefruit, confectionary sweetness, tart acidity",,,,,,https://onyxcoffeelab.com/products/decaf-colombia-jhoan-vergara
Onyx Coffee Lab,Colombia Faider Quintero Pink Bourbon,20.00,4oz,142,3.99,Colombia,Inzá,Faider Quintero,Pink Bourbon,,,"floral acidity, delicate fruit, sweetness",,,,,,https://onyxcoffeelab.com/products/colombia-faider-quintero-pink-bourbon
Onyx Coffee Lab,Ethiopia Gera Estate Anaerobic,8.00,2oz,85,2.67,Ethiopia,,Gera Estate,,Anaerobic,,,,,,,,https://onyxcoffeelab.com/products/ethiopia-gera-estate-anaerobic
Onyx Coffee Lab,India Kerehaklu Estate,8.00,2oz,85,2.67,India,,Kerehaklu Estate,,,,,,,,,,https://onyxcoffeelab.com/products/india-kerehaklu-estate
Onyx Coffee Lab,Panama Morgan Estate Anaerobic Gesha,,10oz,312,,Panama,,Morgan Estate,Geisha,Anaerobic Natural,,"strawberry, rose",,,,,,https://onyxcoffeelab.com/products/panama-morgan-estate-anaerobic-gesha
Onyx Coffee Lab,Seasonal East Africa - (PRODUCT)RED,24.00,8oz,255,2.67,Ethiopia,Sidama,Ayla Bensa washing station,,Washed,"exceeding 2,000 meters","jasmine florals, melon, yellow fruits",Daye Bensa (Dukamo Brothers),Ethiopia Elite,CoE Ethiopia Repeat,6x top-10 CoE Ethiopia 2020-22; 2nd place 2022,Founded 1996; 71 stations; also roast as Buncho/Dukamo Coffee,https://onyxcoffeelab.com/products/red-collaboration
Onyx Coffee Lab,Colombia Tio Conejo Gesha Natural,13.00,2oz,85,4.34,Colombia,Caldas,Tío Conejo,Geisha,Natural,"2,000 MASL","pink guava, watermelon candy",,,,,,https://onyxcoffeelab.com/products/colombia-tio-conejo-gesha-natural-25
Onyx Coffee Lab,Panama Elida Estate Vuelta Gesha Natural,65.00,4oz,142,12.98,Panama,Vuelta,Elida Estate,Geisha,Natural,over 1900 meters above sea level,,,,,,,https://onyxcoffeelab.com/products/panama-elida-estate-vuelta-gesha-natural-25
Onyx Coffee Lab,Kenya Kibingo Estate,18.00,4oz,142,3.59,Kenya,Kirinyaga County,Kibingo Estate,,Washed,,,,,,,,https://onyxcoffeelab.com/products/kenya-kibingo-estate
Onyx Coffee Lab,Colombia Jhoan Vergara Java,33.00,2oz,85,11.01,Colombia,,"Jhoan Vergara, Las Flores",Java,Extended anaerobic fermentation followed by a low-impact thermal shock,"above 1,800 meters",,,,,,,https://onyxcoffeelab.com/products/colombia-jhoan-vergara-java-25
Onyx Coffee Lab,Colombia Mauricio Shattah Pink Bourbon,23.00,2oz,85,7.67,Colombia,Nevado del Tolima,"Mauricio Shattah, Finca La Negrita",Pink Bourbon,,"1,800 m",,,,,,,https://onyxcoffeelab.com/products/colombia-mauricio-shattah-pink-bourbon
Onyx Coffee Lab,Smiley Ludlow Blend Wholesale Direct,11.39,10oz,312,1.03,,,,,,,,,,,,,https://onyxcoffeelab.com/products/smiley-ludlow-blend-5lb
Onyx Coffee Lab,Smiley 1972 Blend Wholesale Direct,12.40,10oz,312,1.13,,,,,,,,,,,,,https://onyxcoffeelab.com/products/smiley-1972-blend-5lb
Onyx Coffee Lab,Telos,32.00,10oz,312,2.91,,,,,,,,,,,,,https://onyxcoffeelab.com/products/telos
Onyx Coffee Lab,Kenya Kirimara AA,15.00,4oz,142,2.99,Kenya,Nyeri,Kirimara Estate,,Washed,,"orange, tart apple, chamomile flowers",,,,,,https://onyxcoffeelab.com/products/kenya-kirimara-aa
Onyx Coffee Lab,Ethiopia Gesha Village Natural,54.00,4oz,142,10.78,Ethiopia,West Omo,Gesha Village Coffee Estate,Geisha,Natural,,,Adam Overton & Rachel Samuel,Ethiopia Elite,Ethiopia Pioneer,Record price for African coffee ($254/lb at 6th auction); 471ha farm growing Geisha at origin; coffees used by barista competitors globally,Co-founded with Willem Boot; seeds from Gori Gesha forest; 8 terroir blocks; own annual auction,https://onyxcoffeelab.com/products/ethiopia-gesha-village-natural
Onyx Coffee Lab,Kenya Kagunyu AB,15.00,4oz,142,2.99,Kenya,"Nyeri, Karatina",Kagunyu,,,,,,,,,,https://onyxcoffeelab.com/products/kenya-kagunyu-ab
Onyx Coffee Lab,Costa Rica Las Lajas Natural,8.00,2oz,85,2.67,Costa Rica,,Las Lajas,,Natural,,"grape, semi-sweet dark chocolate",,,,,,https://onyxcoffeelab.com/products/costa-rica-las-lajas-natural-25
Onyx Coffee Lab,Panama Kotowa Las Brujas Gesha Natural,,10oz,312,,Panama,Boquete,Kotowa,Geisha,Natural,,,,,,,,https://onyxcoffeelab.com/products/panama-kotowa-las-brujas-gesha-natural
Onyx Coffee Lab,El Salvador Santa Rosa Gesha,25.00,4oz,142,4.99,El Salvador,,Santa Rosa,Geisha,,,delicate florals,,,,,,https://onyxcoffeelab.com/products/el-salvador-santa-rosa-gesha-25
Onyx Coffee Lab,Colombia Juan Jimenez Caturra,15.00,4oz,142,2.99,Colombia,Huila,Juan Jimenez,Caturra,Washed,,apple,,,,,,https://onyxcoffeelab.com/products/colombia-juan-jimenez-caturra
Onyx Coffee Lab,Honduras Finca La Unica,27.00,10oz,312,2.45,Honduras,Copan,Finca La Unica,,Red Honey,,"almonds, sweet red apple",,,,,,https://onyxcoffeelab.com/products/honduras-finca-la-unica
Onyx Coffee Lab,Indonesia Hendra Maulizar Anaerobic,8.00,2oz,85,2.67,Indonesia,Aceh,Hendra Maulizar,,Anaerobic Natural,,,Hendra,Indonesia CoE,CoE Indonesia Winner,7th place CoE Indonesia 2021,Referenced by specialty importers,https://onyxcoffeelab.com/products/indonesia-hendra-maulizar-anaerobic-natural
Onyx Coffee Lab,India Ratnagiri Estate,8.00,2oz,85,2.67,India,Chikmagalur,Ratnagiri Estate,,,,,,,,,,https://onyxcoffeelab.com/products/india-ratnagiri-estate
Onyx Coffee Lab,El Salvador Santa Rosa Honey,8.00,2oz,85,2.67,El Salvador,Chalatenango Mountains,Finca Santa Rosa,,Honey,,Concord grape,,,,,,https://onyxcoffeelab.com/products/el-salvador-santa-rosa-honey-25
Onyx Coffee Lab,Ecuador Jose Jijon,15.00,2oz,85,5.00,Ecuador,,Jose Jijon,,,,,,,,,,https://onyxcoffeelab.com/products/ecuador-jose-jijon-25
Onyx Coffee Lab,Uganda Long Miles Lunar Station Natural,8.00,2oz,85,2.67,Uganda,Rwenzori Mountains,Lunar Station,,Natural,,,Ben & Kristy Carlson,Burundi Elite,ACE PCA / CoE Repeat,Microlots consistently top-10 CoE Burundi; own ACE Private Collection auction,Founded 2011; 7500+ farmers on 12 hills; Coffee Scout program; pioneered honey process in Burundi; expanding to Uganda & Kenya,https://onyxcoffeelab.com/products/uganda-long-miles-lunar-station
Onyx Coffee Lab,Panama Elida Estate Vuelta Gesha Natural,,10oz,312,,Panama,Vuelta,Elida Estate,Geisha,Natural,over 1900 meters above sea level,,,,,,,https://onyxcoffeelab.com/products/panama-elida-estate-vuelta-gesha-natural
Onyx Coffee Lab,Monarch Extractions,12.00,Single,850,0.40,,,,,,,,,,,,,https://onyxcoffeelab.com/products/monarch-extractions
Onyx Coffee Lab,Southern Weather Extractions,12.00,Single,850,0.40,,,,,,,,,,,,,https://onyxcoffeelab.com/products/southern-weather-extractions
Onyx Coffee Lab,Benjamin Paz CoE #1 - Roasters Collab Box Set,215.00,,0,,Honduras,Santa Barbara,Benjamin Paz,Geisha,Anaerobic Washed,,,Benjamin Paz,Legend,ACE Legend of Excellence,5x CoE winner; 1st place 2022 & 2024,Mentored 7 producers who reached CoE auction,https://onyxcoffeelab.com/products/benjamin-paz-coe-box-set
Onyx Coffee Lab,Colombia Maria Rengifo Pink Bourbon,15.00,4oz,142,2.99,Colombia,Huila,Maria Rengifo,Pink Bourbon,,,"confectionary, sweet, red fruits, tart acidity",,,,,,https://onyxcoffeelab.com/products/colombia-maria-rengifo
Onyx Coffee Lab,Panama El Burro Gesha,65.00,4oz,142,12.98,Panama,Baru National Park,El Burro,Geisha,,,,,,,,,https://onyxcoffeelab.com/products/panama-el-burro-gesha-25
Onyx Coffee Lab,Colombia La Riviera Gesha Box,60.00,4oz,227,7.49,Colombia,"Santa Rosa de Cabal, Risaralda","La Riviera, Julio Madrid and Julio Quiceno",Geisha,Washed and Bioreactor Fermentation,"1,750 meters",,,,,,,https://onyxcoffeelab.com/products/colombia-la-riviera-gesha-box
Onyx Coffee Lab,Ecuador Hacienda La Papaya Sidra,9.00,2oz,85,3.00,Ecuador,,Juan Peña,Sidra,Washed,,spiced,,,,,,https://onyxcoffeelab.com/products/ecuador-hacienda-la-papaya-sidra
Onyx Coffee Lab,Instant Honduras Montana Congolon,13.50,6 Packets,283,1.35,Honduras,Lempira,Cerro Congolón,,,,"almond, dried apricot, honeyed sweetness, citrus acidity",,,,,,https://onyxcoffeelab.com/products/instant-honduras-montana-congolon
Onyx Coffee Lab,Instant Ethiopia Chelbesa,14.00,6 Packets,283,1.40,Ethiopia,Chelbesa,METAD,,,,,Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://onyxcoffeelab.com/products/instant-ethiopia-chelbesa
Onyx Coffee Lab,Instant El Salvador Santa Rosa Honey,15.00,6 Packets,283,1.50,El Salvador,Chalatenango Mountains,Finca Santa Rosa,,Honey,,Concord grape,,,,,,https://onyxcoffeelab.com/products/instant-el-salvador-santa-rosa-honey
Onyx Coffee Lab,Decaf Kenya Rukira AB,15.00,4oz,142,2.99,Kenya,,Rukira Factory,,Swiss Water Decaf,,"lime, soft spice, cloves",,,,,,https://onyxcoffeelab.com/products/decaf-kenya-rukira-ab
Onyx Coffee Lab,Colombia Sebastian Ramirez Gesha Honey,,10oz,312,,Colombia,Quindio,"Sebastian Ramirez, El Placer",Geisha,Honey,,"floral, jasmine, pineapple, herbal sweetness, honey",Sebastián Ramírez,WBC Elite,WBC Producer,6th place WBC 2024 (Ian Kissick); 2nd UK championship (Haruka Nango); fourth-generation,Extreme consistency from standardized processing; mentors young producers,https://onyxcoffeelab.com/products/colombia-sebastian-ramirez-gesha-honey-echelon
Onyx Coffee Lab,Geometry,6.00,2oz,85,2.00,"Ethiopia, Colombia",,,,Washed,,,,,,,,https://onyxcoffeelab.com/products/geometry
Onyx Coffee Lab,Southern Weather,6.00,2oz,85,2.00,,,,,,,"citric acidity, chocolate",,,,,,https://onyxcoffeelab.com/products/southern-weather
Onyx Coffee Lab,Panama Janson Family Gesha Natural,50.00,4oz,142,9.98,Panama,,Janson Family Farms,Geisha,Anaerobic Natural,,"guava, melon, jasmine",Janson Family,BoP Winner,Best of Panama,BoP winners; 2023 WBC champion Boram Um used their Geisha,,https://onyxcoffeelab.com/products/panama-janson-family-gesha-natural-25
Onyx Coffee Lab,EU: Colombia Yulieth Mora Pink Bourbon,17.10,113g,142,3.41,Colombia,,Yulieth Mora,Pink Bourbon,,,"floral, honied acidity",,,,,,https://onyxcoffeelab.com/products/colombia-yulieth-mora-pink-bourbon
Onyx Coffee Lab,EU: Burundi Gaharo Hill,17.10,113g,142,3.41,Burundi,,Long Miles Coffee Project,,Washed,,"grape, citrus, caramelized sugars",Ben & Kristy Carlson,Burundi Elite,ACE PCA / CoE Repeat,Microlots consistently top-10 CoE Burundi; own ACE Private Collection auction,Founded 2011; 7500+ farmers on 12 hills; Coffee Scout program; pioneered honey process in Burundi; expanding to Uganda & Kenya,https://onyxcoffeelab.com/products/eu-burundi-gaharo-hill
Onyx Coffee Lab,EU: Colombia Luis Laguna Java Natural,15.00,113g,142,2.99,Colombia,,Luis Laguna,Java,Natural,,"ripe cherry, citric fruits",,,,,,https://onyxcoffeelab.com/products/eu-colombia-luis-laguna-java-natural
Onyx Coffee Lab,Mexico El Aguacate,10.00,4oz,142,2.00,Mexico,Oaxaca,El Aguacate,,,,"raisin, plum, black tea",,,,,,https://onyxcoffeelab.com/products/mexico-el-aguacate
Onyx Coffee Lab,Ethiopia Gore Dako,12.00,4oz,142,2.40,Ethiopia,,Gore Dako,,,,"stone fruit, florals",,,,,,https://onyxcoffeelab.com/products/ethiopia-gore-dako-25
Onyx Coffee Lab,The Grind Of Life,30.00,10oz,312,2.73,,,,,,,,,,,,,https://onyxcoffeelab.com/products/the-grind-of-life
Onyx Coffee Lab,Smiley Ludlow Blend,23.00,10oz,312,2.09,,,,,,,,,,,,,https://onyxcoffeelab.com/products/smiley-ludlow-blend
Onyx Coffee Lab,Smiley 1972 Blend,24.00,10oz,312,2.18,,,,,,,,,,,,,https://onyxcoffeelab.com/products/smiley-1972-blend
Onyx Coffee Lab,Cxffeeblack,10.00,4oz,142,2.00,,,,,,,"bright, fruit-forward, perfumed",,,,,,https://onyxcoffeelab.com/products/cxffee-black
Onyx Coffee Lab,Ethiopia Kolla Bolcha,6.00,2oz,85,2.00,Ethiopia,Agaro,Kolla Bolcha station,,Washed,,"apricot, black tea",,,,,,https://onyxcoffeelab.com/products/ethiopia-kolla-bolcha
Onyx Coffee Lab,Brazil Flávio Reis Anaerobic,10.00,4oz,142,2.00,Brazil,,Rancho Grande,,Anaerobic Natural,,"cherry, tart citrus",,,,,,https://onyxcoffeelab.com/products/brazil-flavio-reis-anaerobic-25
Onyx Coffee Lab,Rwanda Muhororo Ireme Anaerobic Natural,15.00,4oz,142,2.99,Rwanda,Nyamasheke District,Muhororo,,Anaerobic Natural,,,,,,,,https://onyxcoffeelab.com/products/rwanda-muhororo-ireme-anaerobic-natural
Onyx Coffee Lab,Colombia Jhoan Vergara Java,,10oz,312,,Colombia,,"Jhoan Vergara, Las Flores",Java,Extended anaerobic fermentation followed by a low-impact thermal shock,"above 1,800 meters",,,,,,,https://onyxcoffeelab.com/products/colombia-jhoan-vergara-java
Onyx Coffee Lab,Burundi Long Miles Munyinya Hill,25.00,10oz,312,2.27,Burundi,Kayanza,Munyinya Hill,,,,,Ben & Kristy Carlson,Burundi Elite,ACE PCA / CoE Repeat,Microlots consistently top-10 CoE Burundi; own ACE Private Collection auction,Founded 2011; 7500+ farmers on 12 hills; Coffee Scout program; pioneered honey process in Burundi; expanding to Uganda & Kenya,https://onyxcoffeelab.com/products/burundi-long-miles-munyinya-hill
Onyx Coffee Lab,The Riverside,25.00,10oz,312,2.27,,,,,,,,,,,,,https://onyxcoffeelab.com/products/the-riverside-folk
Onyx Coffee Lab,Bolivia 4 Llamas Natural,16.00,4oz,142,3.19,Bolivia,Caranavi,4 Llamas Coffee,,Vacuum-pressure natural,,"mango, lime, confectionary sweetness",,,,,,https://onyxcoffeelab.com/products/bolivia-4-llamas-natural
Onyx Coffee Lab,Bolivia 4 Llamas Lactic Washed,10.00,4oz,142,2.00,Bolivia,Caranavi,4 Llamas,,Lactic Washed,,"clean, bright, profoundly expressive",,,,,,https://onyxcoffeelab.com/products/bolivia-4-llamas-lactic-washed
Onyx Coffee Lab,Burundi Long Miles Bumba Hill,15.00,4oz,142,2.99,Burundi,,Bumba Hill,,Washed,,"apricot, berries, caramelized sugars",Ben & Kristy Carlson,Burundi Elite,ACE PCA / CoE Repeat,Microlots consistently top-10 CoE Burundi; own ACE Private Collection auction,Founded 2011; 7500+ farmers on 12 hills; Coffee Scout program; pioneered honey process in Burundi; expanding to Uganda & Kenya,https://onyxcoffeelab.com/products/burundi-long-miles-bumba-hill
Onyx Coffee Lab,Instant Colombia Aponte Village Honey,12.00,6 Packets,283,1.20,Colombia,Narino,Aponte Village,,Red Honey,,"sweet, tart, citric acidity, fruited complexity, heavy tactile",,,,,,https://onyxcoffeelab.com/products/instant-colombia-aponte-village-honey
Onyx Coffee Lab,Instant Colombia Diego Horta Natural,15.00,6 Packets,283,1.50,Colombia,,Diego Horta,,Natural,,,,,,,,https://onyxcoffeelab.com/products/instant-diego-horta-natural
Onyx Coffee Lab,Ecuador Hacienda La Papaya Anaerobic,15.00,4oz,142,2.99,Ecuador,,"Juan Peña, Hacienda La Papaya",,Anaerobic Natural,,"winey, fruity, cherry, honey, stone fruit",,,,,,https://onyxcoffeelab.com/products/ecuador-hacienda-la-papaya-anaerobic
Onyx Coffee Lab,Kenya Gachatha AB,10.00,4oz,142,2.00,Kenya,Nyeri,Gachatha washing cooperative,,,,citric,,,,,,https://onyxcoffeelab.com/products/kenya-gachatha-ab
Onyx Coffee Lab,Panama Morgan Estate Gesha Symbiosis,150.00,10oz,312,13.63,Panama,,"Jamison Savage, Morgan Estate",Geisha,Natural,,"raspberry, violet",Jamison Savage,WBC Elite,WBC Producer,Grand slam 2024 WBC (top 3 all used his coffee); WBC 2016 winner Berg Wu; 10+ national Brewers Cup champions; 2025 US Brewers Cup winner,Pioneer carbonic maceration; 2022 harvest pre-sold; cafe in St. Pete FL,https://onyxcoffeelab.com/products/panama-morgan-estate-anaerobic
Onyx Coffee Lab,Burundi Long Miles Ninga Hill,15.00,4oz,142,2.99,Burundi,Ninga Hill,Ninga Community,,Anaerobic Washed,,"bright, sweet, elegant",Ben & Kristy Carlson,Burundi Elite,ACE PCA / CoE Repeat,Microlots consistently top-10 CoE Burundi; own ACE Private Collection auction,Founded 2011; 7500+ farmers on 12 hills; Coffee Scout program; pioneered honey process in Burundi; expanding to Uganda & Kenya,https://onyxcoffeelab.com/products/burundi-long-miles-ninga-hill
Onyx Coffee Lab,Ecuador La Soledad Sidra,21.00,4oz,142,4.19,Ecuador,Intag Valley,Pepe Jijon,Sidra,,,"bright, balanced, delicate florals, sweetness",,,,,,https://onyxcoffeelab.com/products/ecuador-la-soledad-sidra-25
Onyx Coffee Lab,Colombia Tio Conejo Gesha Honey,22.00,4oz,142,4.39,Colombia,Caldas,Tio Conejo,Geisha,Honey,,"floral, stone-fruit",,,,,,https://onyxcoffeelab.com/products/colombia-tio-conejo-gesha-honey-25
Onyx Coffee Lab,Decaf Ethiopia Suke Quto,15.00,4oz,142,2.99,Ethiopia,Guji,Suke Quto Farm,,Swiss Water Processed,,"silky tactile feel, refined, sweet",,,,,,https://onyxcoffeelab.com/products/decaf-ethiopia-suke-quto
Onyx Coffee Lab,Colombia La Riviera Sudan Rume,,10oz,312,,Colombia,"Santa Rosa de Cabal, Risaralda",La Riviera,Sudan Rume,,"1,750 meters",,,,,,,https://onyxcoffeelab.com/products/colombia-la-riviera-sudan-rume
Onyx Coffee Lab,Panama El Burro Gesha Anaerobic,65.00,4oz,142,12.98,Panama,Baru National Park,El Burro / Lamastus family,Geisha,Anaerobic Natural,,,,,,,,https://onyxcoffeelab.com/products/panama-el-burro-gesha-anaerobic
Onyx Coffee Lab,Delta Spirit Espresso Blend - 5LB,160.00,5lbs,2313,1.96,,,,,Natural,,"dark chocolate, thick winey berries",,,,,,https://onyxcoffeelab.com/products/delta-spirit-espresso-blend-5lb
Onyx Coffee Lab,Doyenne Ethiopia Shakiso - 5LB,160.00,5lbs,2313,1.96,Ethiopia,Guji,Sookoo,,Natural,,fruit notes,,,,,,https://onyxcoffeelab.com/products/doyenne-ethiopia-shakiso-5lb
Onyx Coffee Lab,Instant Ethiopia Bekele Kachara Natural,15.00,6 Packets,283,1.50,Ethiopia,Murago,Bekele Kechara,,Natural,,,,,,,,https://onyxcoffeelab.com/products/instant-ethiopia-bekele-kachara-natural
Onyx Coffee Lab,Instant Kenya Gichathaini AA,15.00,6 Packets,283,1.50,Kenya,Nyeri,Gichathaini station,,Washed,,"vibrant citrus, juicy mouthfeel",,,,,,https://onyxcoffeelab.com/products/instant-kenya-gichathaini-aa
Onyx Coffee Lab,Colombia El Tambo-AMACA (5LB),160.00,5lbs,2313,1.96,Colombia,"El Tambo, Cauca",Associación de Mujeres Productoras Agropecuarias del Cauca (AMACA),,,,,,,,,,https://onyxcoffeelab.com/products/colombia-el-tambo-amaca-5lb
Onyx Coffee Lab,Porter Blend,12.00,10oz,312,1.09,,,,,,,"citric acidity, chocolates",,,,,,https://onyxcoffeelab.com/products/porter-blend
Onyx Coffee Lab,Indonesia Hendra Maulizar CM Natural,15.00,4oz,142,2.99,Indonesia,Aceh,Hendra Maulizar,,Anaerobic Natural,,,Hendra,Indonesia CoE,CoE Indonesia Winner,7th place CoE Indonesia 2021,Referenced by specialty importers,https://onyxcoffeelab.com/products/indonesia-hendra-maulizar-anaerobic
Onyx Coffee Lab,The Worker,25.00,10oz,312,2.27,,,,,,,"caramelized notes, dark chocolate, berries",,,,,,https://onyxcoffeelab.com/products/the-worker
Onyx Coffee Lab,Colombia Juan Jimenez Pink Bourbon,8.00,2oz,85,2.67,Colombia,"Palestina, Huila","Juan Jimenez, El Porvenir",Pink Bourbon,,,"sweet lemon, grapefruit",,,,,,https://onyxcoffeelab.com/products/colombia-juan-jimenez-pink-bourbon-25
Onyx Coffee Lab,Rwanda Kanzu Natural,10.00,4oz,142,2.00,Rwanda,Lake Kivu,Kanzu station,Bourbon,Natural,,"balanced, sweetness, fruited notes",,,,,,https://onyxcoffeelab.com/products/rwanda-kanzu-natural-25
Onyx Coffee Lab,Colombia Nestor Lasso Ombligon,18.00,2oz,85,6.00,Colombia,,Nestor Lasso,Ombligon,Natural Thermal Shock,,"layered, high sweetness",Finca El Diviso,WBC Elite,WBC Producer,2022 WBC winner (Anthony Douglas; Sidra); 2024 champion (Mikael Jasin; Aji variety),Most favored farm by recent WBC finalists,https://onyxcoffeelab.com/products/colombia-nestor-lasso-ombligon-25
Onyx Coffee Lab,Colombia Jairo Arcila Lychee,15.00,4oz,142,2.99,Colombia,,Jairo Arcila,,Dry anaerobic fermentation (washed),,"lychee, lime, florals, tropical nuances",,,,,,https://onyxcoffeelab.com/products/colombia-jairo-arcila-lychee
